Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
b1ddf812-1fdd-3adf-b1d5-32cc8bd07ebb,BETH ISRAEL DEACONESS HOSPITAL - PLYMOUTH,275 SANDWICH STREET,PLYMOUTH,MA,02360,41.897892,-70.62403,5087462000,862137.1999999379,8789
6be05ccf-ef94-341f-a2a3-1cf9bfde1b18,ADCARE HOSPITAL OF WORCESTER INC,107 LINCOLN STREET,WORCESTER,MA,01605,42.269478,-71.807783,5087999000,365590.92999998346,3458
b0e04623-b02c-3f8b-92ea-943fc4db60da,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,01854,42.638893,-71.32210699999997,9789376000,1255037.1499999012,12159
ebc3f5c4-6700-34af-8323-85621c313726,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,01085,42.138838,-72.755911,4135682811,247280.51999999717,2531
fd328395-ab1d-35c6-a2d0-d05a9a79cf11,MERCY MEDICAL CTR,271 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,4137489000,780736.9799999766,8401
d692e283-0833-3201-8e55-4f868a9c0736,HALLMARK HEALTH SYSTEM,585 LEBANON STREET,MELROSE,MA,02176,42.455723,-71.05901899999998,7819793000,2009568.5699996199,19425
d78e84ec-30aa-3bba-a33a-f29a3a454662,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,02114,42.33196,-71.020173,6177262000,222666.7400000008,2065
8ad64ecf-c817-3753-bee7-006a8e662e06,MORTON HOSPITAL,88 WASHINGTON STREET,TAUNTON,MA,02780,41.903323,-71.094984,5088287000,492162.47999996046,4796
23834663-ed53-3da9-b330-d6e1ecb8428e,SOUTHCOAST HOSPITAL GROUP  INC,363 HIGHLAND AVENUE,FALL RIVER,MA,02720,41.725351,-71.094162,5086793131,875503.8400000023,8131
44bef9d3-91c2-3005-93e0-ccf436348ff0,MASSACHUSETTS EYE AND EAR INFIRMARY -,243 CHARLES STREET,BOSTON,MA,02114,42.33196,-71.020173,6175237900,148142.62000000192,1410
60457c13-adb2-3415-82c5-86ab5dab5f93,BAYSTATE MEDICAL CENTER,759 CHESTNUT STREET,SPRINGFIELD,MA,01199,42.115454,-72.539978,4137940000,471760.5699999653,4278
a9f20dc1-5147-3789-bcef-bbecb41c5983,HOLY FAMILY HOSPITAL,70 EAST STREET,METHUEN,MA,01844,42.742751,-71.178588,9786870156,413762.50999997166,4171
7fb56531-86bd-3e4a-8619-4df9942da309,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,148 CHESTNUT STREET,NEEDHAM,MA,02494,42.281593,-71.242414,7814533002,640203.1699999726,6113
03347b4d-994e-302b-848b-58019a4e274d,EMERSON HOSPITAL -,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,01742,42.269478,-71.807783,9783691400,398242.55999997345,3712
cb6a50e0-af76-3758-99ad-3200ede03fff,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,02215,42.33196,-71.020173,6176677000,169764.85000000254,1521
9a7149fa-49fc-3c87-b935-d29c55808717,NEW ENGLAND BAPTIST HOSPITAL,125 PARKER HILL AVENUE,BOSTON,MA,02120,42.33196,-71.020173,6177545800,124376.25000000269,1287
24cb4eab-6166-3530-bddc-a5a8a14a4fc1,MILFORD REGIONAL MEDICAL CENTER,14 PROSPECT STREET,MILFORD,MA,01757,42.158692,-71.521419,5084731190,1131949.829999956,11068
e44f438a-601b-30fb-85eb-bfaf8ddcb5ad,HEYWOOD HOSPITAL -,242 GREEN STREET,GARDNER,MA,01440,42.586516,-71.988062,9786323420,451532.25999996637,4243
ac8356a5-78f8-3a63-8a1e-59e832fd54e7,NASHOBA VALLEY MEDICAL CENTER,200 GROTON ROAD,AYER,MA,01432,42.562221,-71.58484399999998,9787849000,802217.5999999868,9334
db0acede-4abe-3c01-8d03-5c68a190d8c7,SOUTH SHORE HOSPITAL,55 FOGG ROAD,SOUTH WEYMOUTH,MA,02190,42.24158900000001,-71.082651,7813408000,638162.6099999713,6085
3d10019f-c88e-3de5-9916-6107b9c0263d,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,-71.208402,6172436000,979394.330000008,9323
f4e7709c-02f6-37ca-aeea-8247d74e88e7,WINCHESTER HOSPITAL,41 HIGHLAND AVENUE,WINCHESTER,MA,01890,42.452752,-71.144319,7817299000,731386.4099999843,7060
12c9daf5-a29c-36c9-ac55-28972463e566,BETH ISRAEL DEACONESS HOSPITAL-MILTON INC,199 REEDSDALE ROAD,MILTON,MA,02186,42.24158900000001,-71.082651,6176964600,556998.8499999603,5422
27379046-608b-32f0-9df7-8c833cf5d11d,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,02115,42.33196,-71.020173,6177325500,277480.77999999706,2586
226098a2-6a40-3588-b5bb-db56c3a30a04,GOOD SAMARITAN MEDICAL CENTER,235 NORTH PEARL STREET,BROCKTON,MA,02301,42.082543,-71.024638,5084273000,801853.6999999867,7768
b7175ab4-bde5-3848-891b-579bccb77c7c,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,02111,42.33196,-71.020173,6176365000,255161.2899999982,2457
d733d4a9-080d-3593-b910-2366e652b7ea,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,02130,42.33196,-71.020173,6179837000,158267.96000000235,1541
3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,NORWOOD HOSPITAL,800 WASHINGTON STREET,NORWOOD,MA,02062,42.18736,-71.195955,5087721000,1435267.0099998182,15281
d5117822-5756-389d-9547-891a372d580f,FALMOUTH HOSPITAL,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,02540,41.57072,-70.556682,5085485300,841188.1800000032,8583
f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,UMASS MEMORIAL MEDICAL CENTER INC,55 LAKE AVENUE NORTH,WORCESTER,MA,01655,42.269478,-71.807783,5083341000,293185.63999999664,2778
6f122869-a856-3d65-8db9-099bf4f5bbb8,LAHEY HOSPITAL & MEDICAL CENTER  BURLINGTON,41 & 45 MALL ROAD,BURLINGTON,MA,01803,42.503227,-71.201713,7817445100,952607.2000000107,9070
465de31f-3098-365c-af70-48a071e1f5aa,METROWEST MEDICAL CENTER,115 LINCOLN STREET,FRAMINGHAM,MA,01701,42.307905,-71.436196,5083831000,998093.9500000136,9654
1eaf97fa-9de6-38de-a9c4-6efe5dc574be,ST VINCENT HOSPITAL,123 SUMMER STREET,WORCESTER,MA,01608,42.269478,-71.807783,5083635000,387988.3899999791,3556
80e919cc-df1a-3838-b75e-541564a286e5,NANTUCKET COTTAGE HOSPITAL,57 PROSPECT STREET,NANTUCKET,MA,02554,41.293416,-70.10216899999999,5082281200,799794.4199999863,8981
8e00f524-3a5f-313e-9542-378dfc61193f,MARTHA'S VINEYARD HOSPITAL INC,ONE HOSPITAL ROAD  FIRST FL  WING 5   PO BOX 1477,OAK BLUFFS,MA,02557,41.45716,-70.556101,5086930410,203759.12000000235,1828
56e0b3b3-4fac-3776-8fc9-7b465eb2fc17,FAIRVIEW HOSPITAL,29 LEWIS AVENUE,GREAT BARRINGTON,MA,01230,42.19397,-73.361473,4135280790,90926.81000000166,826
161a799c-4894-36f6-8ca7-2a71c8107f79,ATHOL MEMORIAL HOSPITAL,2033 MAIN STREET,ATHOL,MA,01331,42.593384,-72.230228,9782493511,255111.45000000327,2342
956ccb85-bea0-30f9-af48-52f5dd95ff72,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,30 WARREN STREET,BRIGHTON,MA,02135,42.33196,-71.020173,6172543800,185802.10000000068,1942
d7b11827-25f2-350b-bcd8-939fc59851b0,BOSTON CHILDREN'S HOSPITAL,300 LONGWOOD AVENUE,BOSTON,MA,02115,42.33196,-71.020173,6177356000,204324.70000000056,2012
5103c940-0c08-392f-95cd-446e0cea042a,SHRINERS' HOSPITAL FOR CHILDREN (THE),516 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,4137872000,431172.3899999699,4367
ff9863d3-3fa3-3861-900e-f00148f5d9c2,SHRINERS' HOSPITAL FOR CHILDREN - BOSTON  THE,51 BLOSSOM STREET,BOSTON,MA,02114,42.33196,-71.020173,6177223000,214762.19000000216,2001
72a10c1a-ee7c-3a01-97b1-33f63244c13e,Edith Nourse Rogers Memorial Veterans Hospital (Bedford VA),200 Springs Rd.,Bedford,MA,01730,42.503376,-71.272644,781-687-2000,701043.3699999673,7932
1bd44727-a8e3-322d-9c14-a5c529d6ce6d,VA Boston Healthcare System  Brockton Campus,940 Belmont Street,Brockton,MA,02301,42.065655,-71.05398,508-583-4500 Or 508-583-4500,320147.1799999813,3477
be4c63f3-8d38-3fa9-a183-62045b5c85f6,VA Boston Healthcare System  Jamaica Plain Campus,150 South Huntington Avenue,Jamaica Plain,MA,02130,42.32809,-71.11076,617-232-9500,473120.95999996323,4890
a7500efb-720b-3e44-990a-0c3edc5a3990,VA Boston Healthcare System  West Roxbury Campus,1400 VFW Parkway,West Roxbury,MA,02132,42.2793,-71.1657,617-323-7700,659946.8299999486,7476
ae67223f-808e-33d3-a83e-066deebf35ed,VA Central Western Massachusetts Healthcare System,421 North Main Street,Leeds,MA,01053,42.345066,-72.68291,413-584-4040,249163.51999999236,2740
05462bf2-25d4-3ecd-afdf-bb3e1140929a,Causeway OPC,251 Causeway St.,Boston,MA,02114,42.3665,-71.05931,800-865-3384,364319.65999997966,3836
5573d6f9-681b-3f8f-9264-2da0fec29b1e,Lowell Veterans Community Care Center,130 Marshall Road,Lowell,MA,01852,42.62101,-71.31481,978-671-9000,133700.99000000476,1404
5259a506-b80b-3ed5-9c30-83188eabf33e,Fitchburg Outpatient Clinic,881 Main Street,Fitchburg,MA,01420,42.586487,-71.80521,978-342-9781 Or 978-342-9781,460402.7299999632,5371
53b25c4b-e95f-3dd1-8e69-d427cdd83631,Framingham Outpatient Clinic,61 Lincoln Street  Suite 112,Framingham,MA,01702,42.28348,-71.41845,800-865-3384,817683.1899999778,8325
f95eebbf-70d7-385e-8e4c-748c79c6d644,Gloucester Community Based Outpatient Clinic (CBOC),199 Main Street,Gloucester,MA,01930,42.613102,-70.66085,800-838-6331,60314.08999999977,709
c1c0c43e-ca87-3ee5-9549-be3f28afde81,Greenfield Outpatient Clinic,143 Munson Street,Greenfield,MA,01301,42.580627,-72.623634,413-773-8428 Or 413-773-8428,340390.92999997776,4188
e0c85f99-d520-3f26-8dcd-cfbf172afc5a,Haverhill Community Based Outpatient Clinic (CBOC),108 Merrimack St.,Haverhill,MA,01830,42.77449,-71.07901,800-838-6331,204711.3099999994,2087
ed146054-9dd5-3f0b-83df-d29d983039c3,Hyannis Outpatient Clinic,233 Stevens St,Hyannis,MA,02601,41.651745,-70.294235,508-771-3190,110504.61000000227,1173
3490b118-b33a-38e3-b763-f6f8f0039d6b,Lowell Outpatient Clinic,130 Marshall Road,Lowell,MA,01852,42.62101,-71.31481,800-865-3384,119363.39000000269,1347
8881e3ee-e915-31b3-867f-8e2fbe41e887,Lynn Community Based Outpatient Clinic (CBOC),225 Boston Road  Suite 107,Lynn,MA,01904,42.470093,-70.95994,800-838-6331,369925.56999997736,3853
0b78995f-8b45-34d3-969d-afcc456bb1c7,New Bedford Outpatient Clinic,175 Elm Street,New Bedford,MA,02740,41.635937,-70.92991,508-994-0217,259109.88999999638,2752
de7eebed-6d89-3e62-b8d3-59d80c664399,Pittsfield Outpatient Clinic,73 Eagle Street,Pittsfield,MA,01201,42.451427,-73.25195,413-499-2672 Or 413-499-2672,101980.05000000181,1111
cb72194a-b1fd-3089-afb6-cb8bb61f4f9c,Plymouth Outreach Clinic,116 Long Pond Road,Plymouth,MA,02360,41.924313,-70.656654,800-865-3384,141090.2800000033,1380
18f774ab-db01-37ba-95c4-44c4eab47089,Quincy Outpatient Clinic,110 West Squantum Street,Quincy,MA,02169,42.272617,-71.03133,800-865-3384,670310.2199999611,7239
37eb7694-de8f-3407-b95f-1a6a31fb0f6a,Springfield Outpatient Clinic,25 Bond Street,Springfield,MA,01104,42.110065,-72.60007,413-731-6000 Or 413-731-6000,412313.67999997106,4337
d311e70d-86e7-3c03-b115-53892bcf7ef1,Worcester Outpatient Clinic,605 Lincoln Street,Worcester,MA,01605,42.297756,-71.766815,508-856-0104 Or 508-856-0104,288455.1199999909,2976
7b50426f-b50b-3d7c-ab22-04a0e1632ac8,Boston Vet Center,7 Drydock Ave  Suite 2070,Boston,MA,02210,42.34461,-71.03728,857-203-6461,193163.6500000018,2045
3fbe3da9-8e41-3118-a253-7e2d1b46480f,Brockton Vet Center,1041L Pearl St.,Brockton,MA,02301,42.055134,-71.06661,508-580-2730 Or 508-580-2730,438067.3199999695,4597
515117f0-f62e-36da-90e9-a004b40b2260,Cape Cod Vet Center,474 West Main Street,Hyannis,MA,02601,41.650307,-70.313515,508-778-0124 Or 508-778-0124,23480.610000000004,229
5b7aa5b4-aa6f-3acc-bd96-01ce774cb614,Lowell Vet Center,10 George Street  Gateway Center,Lowell,MA,01852,42.642513,-71.3062,978-453-1151,199931.9399999999,2082
7c530dcd-43f3-3f87-b41b-9f704205e0f8,New Bedford Vet Center,73 Huttleton Ave.  Unit 2,Fairhaven,MA,02719,41.6318,-70.8801,508-999-6920 Or 508-999-6920,148915.39000000196,1570
78dbf052-6958-3c67-af45-b5a450b70fe4,Springfield Vet Center,95 Ashley Avenue  Suite A,West Springfield,MA,01089,42.139397,-72.62382,413-737-5167 Or 413-737-5167,298272.9899999941,2937
3a2242e0-de37-303b-bdfc-e160c7eae518,Worcester Vet Center,255 Park Ave Suite # 900,Worcester,MA,01609,42.265556,-71.818665,508-753-7902,952651.749999942,11289
d5f4875f-6df2-32a8-a01b-47267f47fc49,TERRI PEREIRA,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,508-481-5519,60963.52000000073,479
6725cc67-119b-38a5-9fc8-c104c2b7f993,PCP364,1010 MAIN ST,HOLDEN,MA,01520-1237,42.355801,-71.862574,508-829-9955,29190.15999999997,228
c72c73fd-0c2a-3579-b732-130984e4883c,PCP376,38,NORTHBOROUGH,MA,01532-2159,42.323342,-71.646236,508-393-1900,9945.319999999992,77
cb60ed4c-0edb-3595-b0e3-897f1a2b917f,PCP523,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,781-821-1626,5166.399999999997,40
8994a6d2-3d4f-3a03-bbd8-974f1f2ae7d7,PCP541,400 W CUMMINGS PARK,WOBURN,MA,01801-6508,42.488769,-71.154438,781-938-1138,11624.39999999999,91
be93c595-d708-3faf-9e5e-760f13a4aca4,PCP571,8 GRANITE STATE COURT,BREWSTER,MA,02631-2127,41.747513,-70.066223,508-240-5530,3745.6399999999985,29
ef3826ec-c50e-343c-aee7-57a3cabefa15,PCP609,175 DERBY ST,HINGHAM,MA,02043-4035,42.224319,-70.880673,781-749-9227,4262.279999999998,33
de1376c4-8f27-37ed-85da-6986458442f2,PCP661,28 GREEN ST,NEWBURY,MA,01951-1721,42.770406,-70.872417,978-463-0463,20278.11999999998,158
74ca5d2d-64c4-3c28-aceb-3096a2c7c37a,PCP740,33 POND AVE,BROOKLINE,MA,02445-7163,42.323853,-71.142003,617-739-1812,4262.279999999998,33
a1faaa8a-237f-32aa-a877-8cd26f1fdc21,PCP762,1051 BEACON ST,BROOKLINE,MA,02446-5622,42.323853,-71.142003,617-730-9595,8912.039999999994,69
7ae92f6b-21d5-3e24-8265-d69bd2b9b4ca,PCP856,43 PENNYWISE PATH,EDGARTOWN,MA,02539-7031,41.37295,-70.482349,508-627-7984,38102.20000000011,298
73261f58-9c5a-3dae-833a-92148d5b7072,PCP876,202 BURLINGTON RD,BEDFORD,MA,01730-1407,42.499295000000004,-71.281889,781-271-8811,9041.199999999993,70
3ef2ad01-b3bb-332e-bd65-1607504c44cc,PCP883,1105 MASSACHUSETTS AVE,CAMBRIDGE,MA,02138-5207,42.376043,-71.11868,617-354-4600,11624.39999999999,90
c71b657c-58b7-33bf-8637-c0e102faf337,PCP895,182 MAIN ST,WATERTOWN,MA,02472-4409,42.369451,-71.177925,617-564-0656,5553.8799999999965,43
e1053175-7c18-3f57-9814-3e77d8080c14,PCP905,866 MAIN RD,WESTPORT,MA,02790-4311,41.579794,-71.081822,508-636-7569,8912.039999999994,69
d49e6f3e-feab-38e0-adeb-6d0cc8a92c5e,PCP920,591 N AVE,WAKEFIELD,MA,01880-1648,42.50436,-71.064061,781-224-9884,11495.23999999999,89
bc1469ec-a5f4-3102-93c6-8f7a991fb161,PCP928,1842 BEACON ST,BROOKLINE,MA,02445-1900,42.323853,-71.142003,781-690-1317,6070.519999999996,47
28f61c08-cdd0-3c54-917c-b248f80b7f74,PCP1215,125 HIGH ST,TAUNTON,MA,02780-3529,41.903324,-71.094987,508-823-0304,12657.67999999999,98
e6b38cfa-55c6-3c73-a359-ad03ac90911e,PCP1263,419 PALMER AVE,FALMOUTH,MA,02540-5118,41.594939000000004,-70.599243,508-548-9999,6974.639999999995,54
fa7e6ef5-13fc-32eb-94b6-a2a925e59210,PCP1286,900 CUMMINGS CTR,BEVERLY,MA,01915-6184,42.556659,-70.84496,978-921-1335,10332.799999999992,81
a18c0b4e-0ef2-3799-97eb-6f72fff79a20,CANTON DALE CHIROPRACTIC  INC.,351 TURNPIKE ST,CANTON,MA,02021-3459,42.175737,-71.125385,781-821-0072,14853.399999999987,115
fc0bcb63-569b-3658-aa03-71cf89aea64e,PCP1336,563 BROADWAY,EVERETT,MA,02149-3749,42.405938,-71.054649,617-389-0013,11495.23999999999,89
3efb354f-8c7e-3efe-8660-e2eb0fd6a3c5,PCP1345,38 VANDERBILT AVE,NORWOOD,MA,02062-5006,42.187364,-71.195971,781-769-9955,12399.35999999999,96
9395b8cb-702c-3c5d-926e-1c3524fd6560,PCP1401,923 MAIN ST,YARMOUTH PORT,MA,02675-2159,41.706920000000004,-70.221117,508-385-9602,5683.039999999996,44
dd1f04b3-54cd-3ff0-96e3-a9aec2078301,PCP1444,5 E MAIN ST,MERRIMAC,MA,01860-2005,42.838603000000006,-71.011997,978-346-4450,7232.959999999995,56
b0bc9a3f-9875-3126-913f-1e1c1a01eb16,PCP1470,1 BRANCH ST,METHUEN,MA,01844-1923,42.742751,-71.178588,978-984-5748,13690.959999999988,106
180c8932-47f1-3bf1-9aed-12c9013c2286,PCP1498,840 MEMORIAL DR,CAMBRIDGE,MA,02139-3771,42.376043,-71.11868,617-492-7083,8912.039999999994,69
e62cfe4c-9a0c-3579-b6a2-6af9f36f0df5,PCP1535,5 WALPOLE ST,NORWOOD,MA,02062-3351,42.187364,-71.195971,781-255-8885,10203.639999999992,80
8abe87a0-c728-3828-83d2-145acd581c4e,PCP1691,333 UNION ST,NEW BEDFORD,MA,02740-3665,41.661303000000004,-70.937913,508-990-0852,3616.4799999999987,28
51ca6e5b-854a-3935-b829-7b5200e3b4c4,PCP1716,1419 BEACON ST,BROOKLINE,MA,02446-4808,42.323853,-71.142003,617-738-7800,1808.2400000000005,15
80f1e62f-b648-31b8-b60d-ca2b55f99b66,PCP1724,221 BOSTON POST RD E,MARLBOROUGH,MA,01752-3527,42.349616999999995,-71.547214,508-460-9633,3616.4799999999987,28
7a90ea23-6a9c-3bd0-a62a-a462adbeee60,PCP1742,132 FRONT ST,SCITUATE,MA,02066-1386,42.205062,-70.74297800000001,781-545-1008,26606.959999999974,207
3417f72c-36d3-3e9d-b28e-9f7a165c3ed8,PREMIUM EYE CARE  PC,738 HIGH ST,WESTWOOD,MA,02090-2503,42.219645,-71.216768,781-329-5454,13949.279999999988,109
1dc3e5ea-c4e5-3921-8091-f93f95e6b114,PCP1847,54 NONSET PATH,ACTON,MA,01720-4720,42.483953,-71.43849499999999,978-413-9445,8395.399999999994,65
9f65cabf-9d9f-320d-8856-2f0834875bd7,PCP1878,166 ATLANTIC AVE,MARBLEHEAD,MA,01945-2911,42.495629,-70.83582,781-631-2182,3745.6399999999985,30
2101d4e0-8f93-36bb-b044-f3ae97394376,PCP1967,7 TOWER ST,HUDSON,MA,01749-1720,42.389071,-71.545864,978-562-6011,30869.23999999997,239
6ec1e69d-e9f9-3179-b9b5-03e5e8f09df8,PCP1983,18 HASTINGS RD,LEXINGTON,MA,02421-6807,42.445221999999994,-71.23001500000001,781-862-5674,3616.4799999999987,28
b81e45f5-1cbe-3464-bcea-2ced466c7213,PCP2164,1419 BEACON ST,BROOKLINE,MA,02446-4808,42.323853,-71.142003,617-834-2092,4391.439999999998,34
f59a9262-98bf-30b2-9317-6eef39885a34,PCP2209,243 ANDOVER ST,PEABODY,MA,01960-1521,42.534279,-70.969782,978-532-2500,6199.679999999996,48
4388668b-7730-35e0-af95-b996397c4c8a,PCP2254,321 BOSTON POST RD,SUDBURY,MA,01776,42.383367,-71.42107,978-443-0998,4778.919999999997,37
ca3fc9ea-baa5-3093-978b-29c0c734e2c2,PCP2287,136 DWIGHT RD,LONGMEADOW,MA,01106-2075,42.047565000000006,-72.57113000000001,413-565-7177,3616.4799999999987,28
10fb096e-706f-3f84-af35-4bab399a8d11,PCP2370,61 ROSELAND ST,SOMERVILLE,MA,02143-3524,42.390445,-71.101033,617-354-1353,5037.239999999997,39
02da9e41-5656-33e0-be62-aff604c958d3,PCP2381,17 HENSHAW ST,BRIGHTON,MA,02135-2905,42.33196,-71.020173,617-363-99881,11495.23999999999,90
869ba21d-a974-3260-9752-4d1ba8d12f28,PCP2617,102 WESTLAND RD,WESTON,MA,02493-1341,42.360502000000004,-71.303433,781-894-8898,3616.4799999999987,28
20407251-085a-3849-aec4-9ae82cc81ac5,PCP2638,32 ANDREW RD,SWAMPSCOTT,MA,01907-1929,42.468059000000004,-70.89126,781-599-7781,6587.159999999995,51
3a6ab768-ec36-3147-a065-fe9b90362596,BURLINGTON VISION ASSOCIATES INC,385 CAMBRIDGE ST,BURLINGTON,MA,01803-1944,42.503227,-71.201713,781-272-9365,11107.759999999991,86
ad44968b-257d-36af-8f3c-a682d2a4b30b,PCP2722,175 DERBY ST,HINGHAM,MA,02043-4021,42.224319,-70.880673,781-837-2420,13303.479999999989,104
0ee25ab6-d7bc-3224-bf04-cfd1220eacff,PCP2779,120 BAY STATE DR,BRAINTREE,MA,02184-5205,42.205416,-71.00216800000003,781-848-2020,9041.199999999993,70
7ff0344c-ce61-36fd-8187-cd0d13af354a,PCP2851,14 SHERIDAN CIR,ATTLEBORO,MA,02703-5316,41.931653000000004,-71.294503,508-222-9522,10978.599999999991,86
cbca2a7d-71ee-328e-8cfc-56f35f27d248,PCP2870,35 S ST,BARRE,MA,01005-8890,42.418848,-72.10659799999999,978-257-80620,7103.799999999995,55
befd832a-ba6c-3404-b7d6-a01ee45f6fe1,ATLANTIC HEARING CARE  INC,990 PARADISE RD,SWAMPSCOTT,MA,01907-1395,42.468059000000004,-70.89126,781-581-1500,5683.039999999996,44
